vintage_id,merchant_id,price,currency,bottles_in_stock,bottles_sold,message,bottle_volume_ml
14201617,23215,19.5,EUR,,90.0,,750
14201617,6688,23.33,EUR,612.0,1.0,"Prix par bouteille, caisse de 6 bouteilles - Autres tailles disponibles",750
14201617,2682,16.9,EUR,,,,750
14201617,22706,24.9,EUR,,,,750
14201617,1316,14.9,EUR,,,,750
14201617,3440,12.431148361922983,EUR,,,,750
14201617,17595,13.74,EUR,,,,750
14201617,28930,13.95,EUR,,,,750
14201617,1216,14.45,EUR,,,,750
14201617,1216,9.1,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
14201617,1216,33.35,EUR,,,"Prix par Magnum (1,5 l)",1500
14201617,17067,14.46,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
14201617,737,14.9,EUR,,,,750
14201617,24476,15.3,EUR,,,,750
14201617,24476,9.45,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
14201617,3240,15.59,EUR,,,,750
150296971,6200,21.9,EUR,,,,750
150296971,2682,15.9,EUR,,,,750
150296971,416,17.9,EUR,,,,750
150296971,3440,9.94269685783831,EUR,,,,750
150296971,2004,14.25,EUR,,,,750
150296971,2004,8.2,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
150296971,24476,16.45,EUR,,,,750
164942685,19432,168.25,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
164942685,416,190.0,EUR,,,,750
164942685,1112,234.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
164942685,523,139.0,EUR,,,,750
164942685,1316,190.0,EUR,,,,750
164942685,1171,114.35,EUR,,,,750
164942685,25292,159.0,EUR,,,,750
14152059,3188,9.85,EUR,446.0,141.0, - Autres tailles disponibles,750
14152059,19432,16.0,EUR,2.0,,,750
14152059,23010,10.5,EUR,,,Prix pour 12 bouteilles ou plus,750
14152059,7755,14.8,EUR,,,,750
85846548,23215,14.6,EUR,,1.0,,750
85846548,3813,22.9,EUR,,,,750
85846548,3687,25.84,EUR,192.0,,"Prix par magnum, caisse de 6 bouteilles",1500
85846548,1936,12.9,EUR,,,,750
85846548,2432,16.9,EUR,,,,750
85846548,627,18.59,EUR,,,,750
85846548,3228,18.99,EUR,,,,750
85846548,4647,19.5,EUR,,,,750
85846548,17067,9.59,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
4418048,6688,17.5,EUR,948.0,5.0,"Prix par bouteille, caisse de 12 bouteilles",750
156141171,22853,11.5,EUR,,,,750
156141171,3687,13.55,EUR,288.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
87594828,6688,85.0,EUR,720.0,,"Prix par bouteille, caisse de 12 bouteilles",750
17946025,6688,20.83,EUR,576.0,,"Prix par bouteille, caisse de 6 bouteilles",750
14335854,19432,15.0,EUR,41.0,6.0,,750
14384714,19432,23.83,EUR,576.0,4.0,"Prix par bouteille, caisse de 12 bouteilles",750
14384714,633,18.900000000000002,EUR,,,Prix pour 6 bouteilles ou plus,750
14384714,1316,55.0,EUR,,,"Prix par Magnum (1,5 l)",1500
85635087,5532,29.88,EUR,,,Prix pour 12 bouteilles ou plus. (Prix unitaire pour le bouteille : €32.60),750
85559438,6688,115.0,EUR,36.0,1.0,"Prix par bouteille, caisse de 6 bouteilles - Autres tailles disponibles",750
85559438,5532,130.0,EUR,,3.0,,750
85559438,3687,131.25,EUR,36.0,,"Prix par bouteille, caisse de 6 bouteilles",750
85559438,6200,160.0,EUR,,,,750
85559438,16999,129.0,EUR,,,,750
85559438,753,89.0,EUR,,,,750
85559438,18559,109.73,EUR,,,,750
85559438,7755,125.6,EUR,,,,750
85559438,3865,90.0,EUR,,,,750
85559438,21355,95.9,EUR,,,,750
85559438,1463,115.0,EUR,,,,750
85559438,232,146.58534641248772,EUR,,,,750
85559438,20131,149.0,EUR,,,,750
2130088,595,45.0,EUR,1.0,3.0,,750
2130088,1299,33.9,EUR,,,,750
1282334,2054,290.0,EUR,1.0,,,750
1282334,2405,190.0,EUR,,,,750
1282334,21355,249.0,EUR,,,,750
1282334,25001,288.0220956111358,EUR,,,,750
1282334,19112,420.0,EUR,,,"Prix par Magnum (1,5 l)",1500
86150642,3687,20.9,EUR,72.0,,"Prix par bouteille, caisse de 6 bouteilles",750
86150642,6688,21.67,EUR,1152.0,,"Prix par bouteille, caisse de 12 bouteilles",750
86150642,3305,21.1,EUR,,,,750
86150642,2145,21.2,EUR,,,,750
86150642,2090,13.16,EUR,,,,750
4033840,23215,240.0,EUR,,3.0,,750
4033840,11878,160.0,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
4033840,633,190.0,EUR,,,,750
4033840,16999,249.0,EUR,,,,750
4033840,1301,239.85,EUR,,,,750
4033840,21355,249.0,EUR,,,,750
4203695,2054,89.0,EUR,4.0,1.0,,750
4203695,197,69.0,EUR,,,,750
4203695,3297,69.0,EUR,,,,750
4203695,1112,87.0,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
4203695,1112,256.8,EUR,,,"Prix par Magnum (1,5 l)",1500
4203695,627,108.84,EUR,,,,750
4203695,460,84.9850625278917,EUR,,,,750
4203695,2204,57.9,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
4203695,1463,89.0,EUR,,,,750
4203695,2682,142.0,EUR,,,"Prix par Magnum (1,5 l)",1500
150316475,3687,15.23,EUR,1056.0,,"Prix par bouteille, caisse de 6 bouteilles",750
150316475,1821,11.65,EUR,,,,750
150316475,2225,12.62,EUR,,,,750
150316475,1463,13.9,EUR,,,,750
150316475,1216,15.5,EUR,,,,750
150316475,24476,16.6,EUR,,,,750
150316475,3201,18.65,EUR,,,,750
91011696,595,17.9,EUR,27.0,2.0,,750
91011696,22861,13.92,EUR,,,,750
91011696,1936,16.5,EUR,,,,750
91011696,8705,19.9,EUR,,,,750
91011696,18559,19.94,EUR,,,,750
14317603,6688,50.0,EUR,792.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
14317603,28293,98.0,EUR,,,,750
14317603,28930,54.95,EUR,,,,750
156275127,3687,12.08,EUR,216.0,,"Prix par bouteille, caisse de 6 bouteilles",750
156275127,2582,5.99,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
156275127,2698,12.4,EUR,,,,750
156275127,24476,5.7,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
14513009,23215,29.9,EUR,,60.0,,750
14513009,1557,18.79,EUR,,,,750
14513009,1316,18.95,EUR,,,"Prix par bouteille, caisse de 2 bouteilles",750
14513009,1316,41.9,EUR,,,"Prix par Magnum (1,5 l)",1500
14513009,523,21.9,EUR,,,,750
14513009,737,18.5,EUR,,,,750
14513009,737,36.75,EUR,,,"Prix par Magnum (1,5 l)",1500
14513009,1216,18.95,EUR,,,,750
14513009,1216,37.55,EUR,,,"Prix par Magnum (1,5 l)",1500
14513009,24476,18.95,EUR,,,,750
14513009,24476,38.5,EUR,,,"Prix par Magnum (1,5 l)",1500
14513009,17595,19.0,EUR,,,"Prix par bouteille, caisse de 2 bouteilles",750
14513009,17501,19.71,EUR,,,,750
14513009,20131,29.95,EUR,,,,750
14513009,28930,39.95,EUR,,,"Prix par Magnum (1,5 l)",1500
14242522,3687,24.05,EUR,288.0,,"Prix par bouteille, caisse de 6 bouteilles",750
14242522,5532,25.67,EUR,,,Prix pour 12 bouteilles ou plus. (Prix unitaire pour le bouteille : €28),750
14242522,6688,26.0,EUR,720.0,2.0,"Prix par bouteille, caisse de 12 bouteilles",750
14242522,6200,32.9,EUR,,,,750
14242522,523,19.9,EUR,,,,750
14242522,1561,17.8,EUR,,,,750
14242522,24476,29.5,EUR,,,,750
14242522,25001,14.015402393726776,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
5620568,6688,33.33,EUR,42.0,2.0,"Prix par bouteille, caisse de 6 bouteilles",750
5620568,6200,39.5,EUR,,,,750
5620568,23009,24.9,EUR,,,,750
5620568,1561,19.9,EUR,,,,750
5620568,1216,19.95,EUR,,,,750
5620568,1216,12.85,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
5620568,1216,45.95,EUR,,,"Prix par Magnum (1,5 l)",1500
5620568,737,20.61,EUR,,,,750
5620568,24476,21.8,EUR,,,,750
5620568,24476,13.5,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
5620568,17595,25.09,EUR,,,,750
5620568,2585,25.99,EUR,,,,750
14763417,5532,25.9,EUR,,4.0,,750
14763417,1757,20.5,EUR,,,,750
14211755,6688,41.25,EUR,3648.0,,"Prix par bouteille, caisse de 12 bouteilles - Autres tailles disponibles",750
14211755,595,46.0,EUR,6.0,,,750
14211755,22321,49.5,EUR,,,,750
14211755,1463,39.8,EUR,,,,750
2851231,19432,46.67,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
15768459,6688,34.17,EUR,168.0,3.0,"Prix par bouteille, caisse de 6 bouteilles",750
15768459,1316,64.9,EUR,,,"Prix par Magnum (1,5 l)",1500
15768459,1216,72.05,EUR,,,"Prix par Magnum (1,5 l)",1500
92316257,2054,24.9,EUR,4.0,3.0,,750
17164789,3687,16.46,EUR,288.0,2.0,"Prix par bouteille, caisse de 6 bouteilles",750
156243885,23215,9.6,EUR,,19.0,,750
156243885,595,9.9,EUR,24.0,,,750
156243885,28930,6.95,EUR,,,,750
156243885,24476,7.95,EUR,,,,750
156243885,24476,5.4,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
86787179,595,9.6,EUR,2.0,1.0,,750
86787179,2821,8.95,EUR,,,,750
156301119,3687,14.87,EUR,174.0,4.0,"Prix par bouteille, caisse de 6 bouteilles",750
156301119,22321,15.7,EUR,,,,750
1920864,6688,37.92,EUR,1188.0,,"Prix par bouteille, caisse de 12 bouteilles - Autres tailles disponibles",750
156114360,595,29.9,EUR,11.0,48.0,,750
156114360,1821,26.27,EUR,,,,750
156114360,25292,29.9,EUR,,,,750
156114360,20205,62.87,EUR,,,"Prix par Magnum (1,5 l)",1500
1719364,19432,50.0,EUR,2.0,,,750
1719364,21813,59.0,EUR,,,,750
91266628,2107,7.8,EUR,1.0,374.0,,750
91266628,2642,7.8,EUR,,263.0,,750
91266628,6688,8.17,EUR,14400.0,9.0,"Prix par bouteille, caisse de 12 bouteilles - Autres tailles disponibles",750
91266628,5532,8.709999999999999,EUR,,48.0,Prix pour 12 bouteilles ou plus. (Prix unitaire pour le bouteille : €9.50),750
91266628,26337,9.6,EUR,12.0,3.0,"Prix par bouteille, caisse de 6 bouteilles",750
91266628,22853,11.1,EUR,,,,750
91266628,2217,7.2,EUR,,,,750
91266628,2582,7.83,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
91266628,2432,8.0,EUR,,,,750
91266628,2432,17.9,EUR,,,"Prix par Magnum (1,5 l)",1500
91266628,22808,8.2,EUR,,,,750
91266628,210,8.4,EUR,,,,750
91266628,627,8.8,EUR,,,,750
91266628,633,8.9,EUR,,,Prix pour 6 bouteilles ou plus,750
91266628,2148,9.6,EUR,24.0,,,750
91266628,1557,9.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
91266628,603,10.8,EUR,10.0,,,750
91266628,1601,9.7,EUR,,,,750
91266628,3440,11.186922609880646,EUR,,,,750
91266628,718,13.2,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
91266628,24476,15.55,EUR,,,,750
4176483,2054,39.0,EUR,2.0,,,750
4176483,197,19.0,EUR,,,,750
4176483,3865,18.9,EUR,,,,750
14897931,6688,23.33,EUR,180.0,6.0,"Prix par bouteille, caisse de 6 bouteilles",750
14897931,523,11.9,EUR,,,,750
14897931,1299,19.8,EUR,,,,750
14897931,1463,19.9,EUR,,,,750
14897931,17501,20.0,EUR,,,,750
150314124,2434,11.5,EUR,14.0,485.0,,750
150314124,21797,9.1,EUR,,,,750
99339024,595,39.0,EUR,4.0,126.0,,750
99339024,22924,39.0,EUR,,,,750
99339024,2148,49.5,EUR,12.0,,,750
99339024,22861,67.2,EUR,,,"Prix par Magnum (1,5 l)",1500
99339024,3803,74.9,EUR,,,"Prix par Magnum (1,5 l)",1500
4506651,6688,45.0,EUR,180.0,2.0,"Prix par bouteille, caisse de 6 bouteilles",750
4506651,28293,95.0,EUR,,,,750
150365608,23215,11.4,EUR,,,,750
150365608,3687,11.45,EUR,180.0,2.0,"Prix par bouteille, caisse de 6 bouteilles",750
150365608,1821,6.09,EUR,,,,750
150365608,24476,3.75,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
4454098,19432,49.67,EUR,576.0,1.0,"Prix par bouteille, caisse de 12 bouteilles",750
4454098,633,42.0,EUR,,,,750
4454098,3865,35.9,EUR,,,,750
4454098,2090,38.89,EUR,,,,750
4454098,1561,39.99,EUR,,,,750
4454098,2405,110.0,EUR,,,"Prix par Magnum (1,5 l)",1500
6185296,23215,27.9,EUR,,9.0,,750
14516822,6688,12.5,EUR,288.0,1.0,"Prix par bouteille, caisse de 12 bouteilles",750
14516822,23009,24.9,EUR,,,,750
14516822,17595,10.5,EUR,,,,750
14516822,737,11.5,EUR,,,,750
14516822,1216,12.0,EUR,,,,750
14516822,3240,14.34,EUR,,,,750
14516822,2585,14.95,EUR,,,,750
14516822,24476,25.95,EUR,,,,750
1369724,19432,116.58,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1369724,633,89.0,EUR,,,,750
150395474,6688,18.33,EUR,576.0,1.0,"Prix par bouteille, caisse de 12 bouteilles",750
150395474,6200,25.9,EUR,,,,750
150395474,22321,22.9,EUR,,,,750
150395474,3865,13.0,EUR,,,,750
150395474,23443,10.25,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
4280776,6688,19.17,EUR,1008.0,,"Prix par bouteille, caisse de 12 bouteilles",750
107074474,6688,101.67,EUR,36.0,,"Prix par bouteille, caisse de 6 bouteilles. (Prix unitaire par bouteille : €205) - Autres tailles disponibles",750
107074474,6200,99.9,EUR,,,,750
2695065,2054,68.0,EUR,3.0,2.0,,750
159322049,6688,24.5,EUR,1008.0,21.0,"Prix par bouteille, caisse de 6 bouteilles",750
159322049,3813,36.0,EUR,,,,750
159322049,6200,34.5,EUR,,,,750
159322049,210,25.2,EUR,,,,750
159322049,633,29.0,EUR,,,,750
159322049,20205,25.14,EUR,,,,750
159322049,6806,29.5,EUR,,,,750
159322049,7755,30.6,EUR,,,,750
159322049,460,31.6611017260773,EUR,,,,750
159322049,1316,34.4,EUR,,,,750
159322049,17595,22.8,EUR,,,,750
159322049,28930,22.95,EUR,,,,750
159322049,6341,23.638186389249437,EUR,,,,750
159322049,24476,25.8,EUR,,,,750
159322049,1216,26.85,EUR,,,,750
159322049,20131,39.0,EUR,,,,750
159322049,25001,40.085166130068686,EUR,,,,750
14394745,6688,145.0,EUR,144.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
14394745,197,145.0,EUR,,,,750
14394745,1112,147.0,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
14394745,1316,114.9,EUR,,,,750
14394745,1316,290.0,EUR,,,"Prix par Magnum (1,5 l)",1500
14394745,523,119.0,EUR,,,,750
14394745,737,113.5,EUR,,,,750
14394745,1216,116.85,EUR,,,,750
14394745,24476,119.9,EUR,,,,750
14394745,28930,124.95,EUR,,,,750
14394745,17595,128.46,EUR,,,,750
14394745,1561,131.62,EUR,,,,750
1492240,19432,194.08,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1492240,633,145.0,EUR,,,,750
1492240,1112,175.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1492240,1112,367.2,EUR,,,"Prix par Magnum (1,5 l)",1500
1492240,1301,169.5,EUR,,,,750
2055140,19432,175.83,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
2055140,633,135.0,EUR,,,,750
2055140,1112,157.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
2055140,1112,236.4,EUR,,,,750
2055140,1112,369.6,EUR,,,"Prix par Magnum (1,5 l)",1500
1492241,19432,175.83,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1492241,633,135.0,EUR,,,,750
1492241,1112,178.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1492241,1112,373.2,EUR,,,"Prix par Magnum (1,5 l)",1500
156102356,3687,11.45,EUR,108.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
156102356,1301,8.65,EUR,,,,750
2308474,6688,64.17,EUR,36.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
2308474,2417,49.98,EUR,,,,750
4136604,6688,165.0,EUR,288.0,,"Prix par bouteille, caisse de 12 bouteilles - Autres tailles disponibles",750
4136604,2136,132.0,EUR,,,,750
85776628,3687,13.6,EUR,360.0,,"Prix par bouteille, caisse de 6 bouteilles",750
85776628,1936,11.9,EUR,,,,750
85776628,7755,10.9,EUR,,,,750
85776628,1216,6.95,EUR,,,,750
85776628,737,7.25,EUR,,,,750
85776628,24476,7.4,EUR,,,,750
85776628,1561,7.99,EUR,,,,750
1656393,5532,125.0,EUR,,,Prix pour 6 bouteilles ou plus - Autres tailles disponibles,750
1656393,1866,143.5,EUR,48.0,2.0,,750
1656393,2583,154.0,EUR,,,,750
1656393,595,159.0,EUR,150.0,,,750
1656393,19432,162.08,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1656393,6688,223.33,EUR,18.0,,"Prix par magnum, caisse de 3 bouteilles",1500
1656393,279,105.6,EUR,,,,750
1656393,279,276.0,EUR,,,"Prix par Magnum (1,5 l)",1500
1656393,2148,95.5,EUR,11.0,,,750
1656393,210,108.0,EUR,,,,750
1656393,2682,109.0,EUR,,,,750
1656393,3649,110.0,EUR,,,,750
1656393,2477,112.0,EUR,,,,750
1656393,2477,232.0,EUR,,,"Prix par Magnum (1,5 l)",1500
1656393,2432,115.0,EUR,,,,750
1656393,633,118.0,EUR,,,,750
1656393,1112,123.0,EUR,,,"Prix par bouteille, caisse de 12 bouteilles",750
1656393,1112,130.2,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1656393,23357,130.0,EUR,,,,750
1656393,22897,139.0,EUR,,,,750
1656393,627,146.53,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1656393,627,146.53,EUR,,,"Prix par bouteille, caisse de 3 bouteilles",750
1656393,1557,150.0,EUR,,,,750
1656393,28020,150.0,EUR,,,,750
1656393,719,110.23,EUR,,,,750
1656393,1216,146.9,EUR,,,,750
1656393,1301,179.95,EUR,,,,750
14769423,2054,86.0,EUR,5.0,1.0,,750
14769423,6200,103.0,EUR,,,,750
14769423,3297,69.0,EUR,,,,750
14769423,2682,73.0,EUR,,,,750
14769423,1112,90.0,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
14769423,1112,120.0,EUR,,,,750
14769423,1112,264.0,EUR,,,"Prix par Magnum (1,5 l)",1500
14769423,7755,80.0,EUR,,,,750
14769423,2204,62.5,EUR,,,,750
14769423,1301,64.95,EUR,,,,750
14769423,28930,69.95,EUR,,,,750
14769423,28930,154.95,EUR,,,"Prix par Magnum (1,5 l)",1500
14769423,1316,155.0,EUR,,,"Prix par Magnum (1,5 l)",1500
1436632,6688,145.0,EUR,252.0,,"Prix par bouteille, caisse de 6 bouteilles",750
1421142,595,50.0,EUR,1.0,1.0,,750
1421142,2821,45.0,EUR,,,,750
4212927,19432,194.08,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
4212927,546,182.59,EUR,,,,750
4212927,23761,350.0,EUR,,,"Prix par Magnum (1,5 l)",1500
2273798,19432,37.0,EUR,6.0,,,750
156106760,595,29.9,EUR,5.0,2.0,,750
156106760,28293,20.2,EUR,,,,750
156106760,28293,49.0,EUR,,,"Prix par Magnum (1,5 l)",1500
156106760,20205,18.03,EUR,,,,750
156106760,523,21.9,EUR,,,,750
156106760,23761,17.9,EUR,,,,750
156106760,1561,18.95,EUR,,,,750
156106760,21355,19.7,EUR,,,,750
156106760,21847,19.9,EUR,,,,750
156106760,3865,21.0,EUR,,,,750
156106760,3865,50.0,EUR,,,"Prix par Magnum (1,5 l)",1500
156106760,20131,29.95,EUR,,,,750
156106760,28930,29.95,EUR,,,,750
156106760,6806,51.0,EUR,,,"Prix par Magnum (1,5 l)",1500
3401699,19432,203.17,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
3401699,633,165.0,EUR,,,,750
3401699,3865,180.0,EUR,,,,750
3401699,1301,191.65,EUR,,,,750
3401699,25292,419.0,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,22853,7.5,EUR,,33.0,"Prix par bouteille, caisse de 6 bouteilles. (Prix unitaire par bouteille : €7.85)",750
150392168,22831,8.0,EUR,1800.0,21.0,"Prix par bouteille, caisse de 6 bouteilles",750
150392168,26337,11.5,EUR,66.0,,"Prix par bouteille, caisse de 3 bouteilles",750
150392168,19432,13.0,EUR,173.0,,,750
150392168,2565,8.0,EUR,,,,750
150392168,2240,8.5,EUR,,,,750
150392168,2675,8.6,EUR,,,,750
150392168,2675,18.0,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,423,10.0,EUR,,,,750
150392168,2639,14.85,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,22726,14.95,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,16831,17.0,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,1936,18.15,EUR,,,"Prix par Magnum (1,5 l)",1500
150392168,1557,21.55,EUR,,,"Prix par Magnum (1,5 l)",1500
2275119,6688,21.25,EUR,288.0,,"Prix par bouteille, caisse de 12 bouteilles",750
2275119,2090,13.16,EUR,,,,750
2836706,6688,36.67,EUR,252.0,2.0,"Prix par bouteille, caisse de 6 bouteilles",750
2836706,1299,22.5,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
2836706,1299,22.5,EUR,,,,750
15503068,6688,34.67,EUR,360.0,,"Prix par bouteille, caisse de 6 bouteilles",750
15503068,6200,31.0,EUR,,,,750
15503068,7755,33.5,EUR,,,,750
2010131,6688,103.33,EUR,45.0,,"Prix par magnum, caisse de 3 bouteilles",1500
96512813,6688,29.5,EUR,216.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
96512813,20205,24.27,EUR,,,,750
96512813,7755,38.2,EUR,,,,750
96512813,2585,28.9,EUR,,,,750
96512813,16710,30.2,EUR,,,,750
150902770,6688,49.17,EUR,180.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
150902770,1112,60.8,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
150902770,20205,30.71,EUR,,,,750
150902770,1601,34.02,EUR,,,,750
150902770,523,34.9,EUR,,,,750
150902770,25292,31.42,EUR,,,,750
150902770,21813,35.9,EUR,,,,750
150902770,3865,42.0,EUR,,,,750
150902770,24476,42.3,EUR,,,,750
150902770,28930,42.95,EUR,,,,750
150902770,20131,49.95,EUR,,,,750
85976696,6688,20.42,EUR,2016.0,,"Prix par bouteille, caisse de 12 bouteilles",750
85976696,3687,20.91,EUR,288.0,1.0,"Prix par bouteille, caisse de 6 bouteilles",750
85976696,22321,23.3,EUR,,,,750
85976696,423,25.0,EUR,,,,750
85976696,523,14.13,EUR,,,,750
85976696,7755,17.6,EUR,,,,750
85976696,1561,12.4,EUR,,,,750
85976696,1821,14.57,EUR,,,,750
85976696,17067,14.62,EUR,,,"Prix par bouteille, caisse de 3 bouteilles",750
85976696,718,14.85,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
85976696,25001,11.831304540592962,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
85976696,25001,38.96058808654021,EUR,,,"Prix par Magnum (1,5 l)",1500
3012415,6688,115.0,EUR,354.0,,"Prix par bouteille, caisse de 6 bouteilles",750
3953484,19432,175.83,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
3953484,633,135.0,EUR,,,,750
3953484,2675,145.0,EUR,,,,750
3953484,1112,175.6,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
3953484,1112,367.2,EUR,,,"Prix par Magnum (1,5 l)",1500
3953484,1216,132.85,EUR,,,,750
3953484,1301,165.5,EUR,,,,750
150581406,2107,7.5,EUR,45.0,137.0,,750
150581406,30193,6.9,EUR,,,,750
150581406,3305,7.2,EUR,,,,750
150581406,1557,7.9,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
150581406,2685,8.0,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
150581406,2685,9.0,EUR,,,,750
150581406,633,8.9,EUR,,,,750
150581406,22914,9.25,EUR,,,,750
150581406,2274,8.9,EUR,,,,750
150581406,523,8.99,EUR,,,,750
150581406,1530,9.5,EUR,,,,750
150581406,1301,9.95,EUR,,,,750
150581406,13359,13.9,EUR,,,"Prix par Magnum (1,5 l)",1500
150581406,22735,13.9,EUR,,,"Prix par Magnum (1,5 l)",1500
1906084,6688,50.83,EUR,288.0,,"Prix par bouteille, caisse de 6 bouteilles",750
1450841,1866,115.0,EUR,48.0,18.0,,750
1450841,19432,122.67,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1450841,603,78.0,EUR,1.0,,,750
1450841,3297,82.0,EUR,,,,750
1450841,3157,86.0,EUR,,,"Prix par bouteille, caisse de 12 bouteilles",750
1450841,3429,90.0,EUR,,,,750
1450841,3429,90.0,EUR,,,"Prix par bouteille, caisse de 12 bouteilles",750
1450841,1112,91.8,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1450841,1112,97.0,EUR,,,"Prix par bouteille, caisse de 12 bouteilles",750
1450841,1112,208.0,EUR,,,"Prix par magnum, caisse de 6 bouteilles",1500
1450841,2682,96.0,EUR,,,,750
1450841,627,112.07,EUR,,,"Prix par bouteille, caisse de 6 bouteilles",750
1450841,2432,115.0,EUR,,,,750
1661422,19432,229.0,EUR,576.0,,"Prix par bouteille, caisse de 12 bouteilles",750
1661422,633,180.0,EUR,,,,750
1661422,28293,280.0,EUR,,,,750
1661422,232,284.3389118171749,EUR,,,,750
141511224,6688,15.42,EUR,156.0,,"Prix par bouteille, caisse de 12 bouteilles",750
141511224,28293,16.59,EUR,,,,750
141511224,20131,19.95,EUR,,,,750
4381091,2054,39.9,EUR,14.0,2.0,,750
4381091,1557,29.9,EUR,,,,750
4381091,416,30.9,EUR,,,,750
4381091,523,17.9,EUR,,,,750
4381091,2274,32.5,EUR,,,,750
4381091,2274,64.9,EUR,,,"Prix par Magnum (1,5 l)",1500
4381091,7755,35.3,EUR,,,,750
4381091,6806,49.0,EUR,,,,750
4381091,28930,27.95,EUR,,,,750
4381091,3240,29.1,EUR,,,,750
4381091,1216,30.45,EUR,,,,750
4381091,1216,16.15,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
4381091,1216,64.9,EUR,,,"Prix par Magnum (1,5 l)",1500
4381091,24476,30.5,EUR,,,,750
4381091,24476,15.95,EUR,,,"Prix par 1/2 bouteille (37,5 cl)",375
4381091,24476,64.95,EUR,,,"Prix par Magnum (1,5 l)",1500
4381091,737,30.9,EUR,,,,750
4381091,17595,31.0,EUR,,,,750
4381091,25292,34.9,EUR,,,,750
4381091,25292,69.9,EUR,,,"Prix par Magnum (1,5 l)",1500
3224542,23215,44.0,EUR,,10.0,,750
6803682,26337,14.6,EUR,27.0,,"Prix par bouteille, caisse de 3 bouteilles",750
6803682,2240,12.6,EUR,,,,750
6803682,26164,15.6,EUR,,,,750
2272273,6688,50.0,EUR,252.0,,"Prix par bouteille, caisse de 6 bouteilles",750
91447482,6688,49.17,EUR,3456.0,1.0,"Prix par bouteille, caisse de 12 bouteilles",750
91447482,28293,35.0,EUR,,,,750
91447482,20205,26.81,EUR,,,,750
91447482,523,34.9,EUR,,,,750
91447482,23761,28.0,EUR,,,,750
91447482,16710,30.4,EUR,,,,750
